,id,qid1,qid2,Clean_q1_lem,Clean_q2_lem,is_duplicate,q1_len,q2_len,q1_num_words,q2_num_words,word_common,word_total,word_share,cwc_min,cwc_max,csc_min,csc_max,ctc_min,ctc_max,last_word_eq,first_word_eq,abs_len_diff,mean_len,longest_substr_ratio,fuzz_ratio,fuzz_partial_ratio,token_sort_ratio,token_set_ratio
24926,24926,46501,46502,what are the pros and cons of facebook,what are the pros or cons of facebook,1,38,37,8,8,7,16,0.44,0.49998750031249223,0.49998750031249223,0.7499812504687383,0.7499812504687383,0.6249921875976551,0.6249921875976551,1,1,0,8.0,0.41025641025641024,93,87,91,96
352509,352509,153123,252157,how do black holes disappear,do black holes disappear eventually or will it keep getting bigger,1,28,66,5,11,4,16,0.25,0.49998750031249223,0.249996875039062,0.0,0.0,0.3999920001599968,0.181816528940646,0,0,6,8.0,0.7666666666666667,51,79,57,92
321224,321224,446887,446888,what is time fluid committee,what epic reason should be there to quit from someone s relationship,0,28,68,5,12,1,17,0.06,0.3333222225925802,0.1666638889351844,0.0,0.0,0.24999375015624611,0.090908264470323,0,1,7,7.5,0.16666666666666666,23,31,33,33
391034,391034,523600,523601,what is the hybridization of ch4,how do you calculate the hybridization for ch4,1,32,46,6,8,3,14,0.21,0.6666444451851604,0.49998750031249223,0.3333222225925802,0.24999375015624611,0.49999166680555324,0.37499531255859303,1,0,2,7.0,0.5588235294117647,69,83,56,79
312207,312207,432679,436616,what is the size of a profile photo on instagram,what is the maximum file size on instagram,0,48,42,10,8,6,18,0.33,0.5999880002399952,0.5999880002399952,0.9999666677777407,0.5999880002399952,0.7499906251171861,0.5999940000599994,1,1,2,9.0,0.3181818181818182,71,63,69,82
62754,62754,13582,107663,how do i change my profile pic on quora,how do i change profile picture in quora,1,39,40,9,8,6,17,0.35,0.8333194446759221,0.8333194446759221,0.49997500124993743,0.3333222225925802,0.7499906251171861,0.6666592593415629,1,1,1,8.5,0.3902439024390244,89,88,89,89
13804,13804,26476,26477,what are some things new employees should know going into their first day at monmouth real estate,what are some things new employees should know going into their first day at investors real estate,0,97,98,17,17,16,34,0.47,0.90908264470323,0.90908264470323,0.9999833336111065,0.9999833336111065,0.9411709342886219,0.9411709342886219,1,1,0,17.0,0.7777777777777778,92,92,90,95
8116,8116,15830,15831,what is the difference between cfl and tube light,whic gas used in tubes light,0,49,28,9,6,1,15,0.07,0.1999960000799984,0.1999960000799984,0.0,0.0,0.1666638889351844,0.11110987655692715,1,0,3,7.5,0.23333333333333334,44,53,44,44
54314,54314,95899,95900,does cocubes conduct schneider s online test,how can i get myself safelisted on mailchimp,0,44,44,7,8,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,7.0,0.06521739130434782,34,33,32,32
211276,211276,316085,156792,what should i do to speak english fluently  when sometimes i have a sentence ready in my mind but i stammer while talking,how long would it take to learn how to speak english like a native speaker,0,121,74,24,15,4,35,0.11,0.19999800001999982,0.181816528940646,0.49998750031249223,0.19999800001999982,0.2666648889007407,0.17391228733788114,0,0,8,19.0,0.23684210526315788,43,48,37,43
380769,380769,19821,52637,how can i find my hidden talents,what are the ways to find the hidden talent in me,1,32,49,7,11,2,17,0.12,0.3999920001599968,0.3333277778703688,0.0,0.0,0.28571020413994086,0.181816528940646,0,0,4,9.0,0.4117647058823529,54,68,62,62
143652,143652,227545,227546,i started puberty at 14  i m a male  i am 15 years old  i have had no growth spurt  i am expected to have one at 16  is this normal,i am like 5 5 17 year old male  my mom used to be 5 4 and dad used to be 5 11  is it possible for another growth spurt,0,131,118,36,32,9,50,0.18,0.17646955017911659,0.16666574074588475,0.1999960000799984,0.14285510206997043,0.15384556213245335,0.14285663265488338,0,0,2,27.0,0.1092436974789916,31,35,52,61
325469,325469,451726,451727,how long does it take to receive a traffic ticket in the mail,how long does it take to receive a speed camera ticket,0,61,54,13,11,9,24,0.38,0.5714204082798817,0.5714204082798817,0.9999750006249845,0.6666555557407376,0.727266115762584,0.6153798816932178,0,1,2,12.0,0.625,77,80,71,86
355569,355569,203466,156645,how should i prepare for the gate 2017 for cse,how do i start preparing for gate 2017 from now,0,46,47,10,10,5,19,0.26,0.6666555557407376,0.5714204082798817,0.3333222225925802,0.3333222225925802,0.4999950000499995,0.4999950000499995,0,1,0,10.0,0.25,69,68,71,67
79407,79407,135192,135193,what are the famous ghost stories at iitk and iisc,are there any ghosts or ghost stories in nitk surathkal,0,50,55,10,10,3,20,0.15,0.3333277778703688,0.3333277778703688,0.0,0.0,0.19999800001999982,0.19999800001999982,0,0,0,10.0,0.28846153846153844,61,61,59,63
254217,254217,23050,16948,what are some mind blowing camping inventions that most people do not know about,what are some mind blowing inventions that most people do not know about,0,80,72,14,13,13,27,0.48,0.999985714489793,0.874989062636717,0.999980000399992,0.999980000399992,0.9999916667361105,0.9230698225398266,1,1,1,12.5,0.6712328767123288,95,89,95,100
270946,270946,388931,388932,how could data science and r programming be used to better help local non profits and charities beyond what tableau could do,will my accepted h1b be cancelled if i travel under opt  a new i 94 for travelling outside the us with an approved h1b to start after my return date,0,124,148,22,31,2,48,0.04,0.0,0.0,0.49998750031249223,0.19999800001999982,0.09090867768782869,0.06896527943007093,0,0,7,25.5,0.031746031746031744,9,28,28,37
314978,314978,439812,6261,what is the funniest email address you have ever seen,i forgot my password and the email address i used to create my snapchat account  how can i log in or at least change my email address or password,0,53,145,10,30,3,32,0.09,0.3333277778703688,0.14285612245626816,0.3333222225925802,0.124998437519531,0.33332962967078145,0.1034479191451064,0,0,20,19.0,0.2830188679245283,34,54,33,50
50093,50093,89056,89057,will be better able to predict how ai might behave if we always know that it will behave rationally,do singaporeans  chinese  malays  indians  mingle together outside singapore,0,99,76,19,13,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,14.0,0.0641025641025641,17,35,30,31
236729,236729,347716,347717,in football  is it legal to create a deadlock situation in which players from one team make a circle  without any gap  around the ball so that the other team does not have access to the ball,who is the best team player in football,0,190,39,40,8,5,39,0.13,0.1999960000799984,0.058823183393038866,0.9999666677777407,0.1999986666755555,0.499993750078124,0.10810781592482181,0,0,29,22.5,0.24390243902439024,10,30,34,74
266433,266433,40374,33755,how can i make money via youtube,how can i make money fast from youtube,1,32,38,7,8,6,15,0.4,0.6666555557407376,0.6666555557407376,0.9999000099990001,0.49997500124993743,0.7142755103498521,0.6249921875976551,0,1,1,7.5,0.6176470588235294,86,76,80,93
4808,4808,9493,9494,how can i use crying to release buried emotional pain  loneliness  a bit of grief,how can we get the facts on politics when there is always two sides to the story,0,81,80,17,17,3,32,0.09,0.124998437519531,0.090908264470323,0.49998750031249223,0.249996875039062,0.1999986666755555,0.17646955017911659,0,1,2,16.0,0.0975609756097561,26,26,42,36
6005,6005,11779,11780,uses of aloe vera,i get blackheads when i use aloe vera  why,0,17,42,4,10,2,13,0.15,0.3333222225925802,0.14285510206997043,0.0,0.0,0.24999375015624611,0.11110987655692715,0,0,5,6.5,0.5263157894736842,44,72,48,69
117150,117150,190688,190689,are viruses living or non living organisms,are viruses living things  why or why not,1,42,41,7,9,4,14,0.29,0.5999880002399952,0.49999166680555324,0.9999000099990001,0.49997500124993743,0.6666555557407376,0.499993750078124,0,1,2,7.0,0.4418604651162791,58,62,66,75
159990,159990,249644,249645,i have to join a new organisation within 3 days and now suddenly my work visa gets approved  how do i decline them in polite way,if my mind was replicated on a computer and i died  would the computer  me  be actually me or just a clone who happens to have all of my memories,0,128,145,27,33,7,53,0.13,0.08333263889467588,0.062499609377441395,0.5555493827846357,0.33333111112592584,0.23076834319868,0.19999933333555556,0,0,4,28.0,0.046153846153846156,13,23,39,40
192908,192908,125,90436,how is the new harry potter book  harry potter and the cursed child,what are your opinions on harry potter and the cursed child,1,67,59,14,11,6,22,0.27,0.49999166680555324,0.37499531255859303,0.6666444451851604,0.3999920001599968,0.454541322351615,0.38461242605826107,0,0,2,12.0,0.5409836065573771,65,75,66,80
303012,303012,426096,426097,would eating black seed  black cumin  affect pregnancy,can black seed oil cure cancer,0,54,30,10,6,2,14,0.14,0.3333277778703688,0.249996875039062,0.0,0.0,0.3333277778703688,0.249996875039062,0,0,2,7.0,0.375,55,61,41,55
335702,335702,462978,462979,what did apple do to sierra to slow down our computers to a crawl,why most of the people in this world are unsure about their looks,0,65,65,14,13,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,13.5,0.05970149253731343,37,38,31,32
58821,58821,103122,103123,how can you get rid of shame and guilt,how do i get rid of shame,1,38,25,9,7,5,16,0.31,0.5999880002399952,0.5999880002399952,0.49997500124993743,0.24999375015624611,0.5714204082798817,0.4444395062277086,0,1,2,8.0,0.6296296296296297,70,77,70,89
375035,375035,166092,506018,do women enjoy a man cumming inside their vagina,do women enjoy feeling men ejaculate inside them,1,48,48,9,8,4,17,0.24,0.5714204082798817,0.499993750078124,0.0,0.0,0.499993750078124,0.4444395062277086,0,1,1,8.5,0.3,60,61,60,73
67531,67531,116852,116853,how do i make a coffee smoke text effect either in photoshop or illustrator,how do you make this effect in photoshop,0,75,40,14,8,6,22,0.27,0.7499812504687383,0.2999970000299997,0.49998750031249223,0.49998750031249223,0.6249921875976551,0.35714030614067044,0,1,6,11.0,0.19047619047619047,59,59,59,87
327000,327000,401331,453382,a man is 5 times as old as his son 2 years ago the sum of square of their ages was 114 find the age of son,a father said to his son  i was old as you now at the time of your birth   if the father s age is 38 years now  what is the son s age five years back,0,106,149,27,40,11,50,0.22,0.24999843750976558,0.23529273357215547,0.8571306124198226,0.49999583336805525,0.3703689986333384,0.2941167820094647,0,1,7,30.5,0.09259259259259259,38,37,57,62
195629,195629,296117,296118,what banks accept mastercard,if a bank accidentally accepts fake notes then who bears the cost  rbi or bank,0,28,78,4,16,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,9.5,0.23333333333333334,36,48,40,42
389068,389068,83729,521521,how do you put a squared symbol in microsoft word,how do you type the symbol x bar in microsoft word,0,49,50,10,11,7,21,0.33,0.6666555557407376,0.6666555557407376,0.7499812504687383,0.7499812504687383,0.6999930000699993,0.6999930000699993,1,1,0,10.0,0.37254901960784315,79,78,75,83
202743,202743,305129,199142,what is the best app to download animated movies,what is the best app to download anime,0,48,38,9,8,7,17,0.41,0.5999880002399952,0.49999166680555324,0.9999666677777407,0.9999666677777407,0.7499906251171861,0.6666592593415629,0,1,1,8.5,0.6,88,92,88,91
329572,329572,179589,456245,which is best choice for newbies honda hornet 160r or suzuki gixxer 155,i am confused between suzuki gixxer sf fi and honda cb hornet 160r special edition which one should i buy keeping in mind performance  mileage comfort,1,71,150,13,27,6,39,0.15,0.39999600003999963,0.22222098766117968,0.0,0.0,0.3076899408466089,0.16666597222511573,0,0,11,18.5,0.2054794520547945,23,33,50,69
40611,40611,883,29504,why is saltwater taffy candy imported in china,why is saltwater taffy candy imported in brazil,1,46,47,8,8,7,16,0.44,0.6666555557407376,0.6666555557407376,0.9999500024998749,0.9999500024998749,0.7499906251171861,0.7499906251171861,0,1,0,8.0,0.6875,90,87,86,93
335179,335179,462436,462437,what are the come down effects of ice,how did this ice spike happen in my ice cube tray,0,37,49,8,11,1,18,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,9.5,0.10256410256410256,23,24,37,44
44725,44725,80239,80240,how much stock does facebook give as  huge refresher grants  for people they want to retain,how much stock do facebook employees receive,0,91,44,18,7,4,24,0.17,0.6666555557407376,0.363633057881292,0.0,0.0,0.5714204082798817,0.24999843750976558,0,1,9,11.5,0.3695652173913043,44,71,50,69
164153,164153,64775,73923,what is the best way to move to another country,how do i move to another country,1,47,32,10,7,4,16,0.25,0.5999880002399952,0.49999166680555324,0.49997500124993743,0.3333222225925802,0.5714204082798817,0.39999600003999963,1,0,3,8.5,0.7352941176470589,68,87,63,84
319549,319549,444991,444992,what are the best robotics startups in london,what does a small startup need to know about audit in the uk,0,45,60,8,13,3,21,0.14,0.1999960000799984,0.14285510206997043,0.6666444451851604,0.3333277778703688,0.37499531255859303,0.23076745563495665,0,1,5,10.5,0.1702127659574468,40,50,51,51
334254,334254,376770,19552,what do chinese think about india,what do the chinese people think about india,1,33,44,6,8,6,14,0.43,0.9999750006249845,0.7999840003199936,0.9999500024998749,0.6666444451851604,0.9999833336111065,0.7499906251171861,1,1,2,7.0,0.5714285714285714,86,79,86,100
76037,76037,130037,130038,what all kind of interfaces can be used to connect any display panel to an embedded system board,why did not music and painting flourish in britain as in neighbouring france and the netherlands,0,96,96,18,16,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,16.5,0.041237113402061855,21,25,40,38
49413,49413,87945,87946,what was it like to be at harvard with matt damon,why is matt damon so disappointed with president obama,0,49,54,11,9,3,20,0.15,0.1999960000799984,0.1666638889351844,0.3333222225925802,0.1666638889351844,0.2222197531138543,0.181816528940646,0,0,2,10.0,0.21568627450980393,29,30,50,54
70835,70835,93981,122005,does mass change with temperature,g written like no other and is credited in similarities compared to star wars but a different caliber in,0,33,104,5,19,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,12.0,0.08571428571428572,23,38,20,21
345125,345125,473414,360438,how do i develop myself as an it student,how do i develop myself,0,40,23,9,5,5,14,0.36,0.7499812504687383,0.7499812504687383,0.9999000099990001,0.1999960000799984,0.7999840003199936,0.4444395062277086,0,1,4,7.0,0.92,73,96,73,100
167524,167524,10979,214237,should i trust answers on quora,to what extent can i trust answers on quora,1,31,43,6,9,5,15,0.33,0.7999840003199936,0.6666555557407376,0.9999000099990001,0.3333222225925802,0.8333194446759221,0.5555493827846357,1,0,3,7.5,0.7878787878787878,70,81,70,87
261467,261467,377616,377617,who are the thought leaders in corporate education,who are the thought leaders in corporate innovation,0,50,51,8,8,7,16,0.44,0.7999840003199936,0.7999840003199936,0.9999666677777407,0.9999666677777407,0.874989062636717,0.874989062636717,0,1,0,8.0,0.7884615384615384,91,90,85,91
34223,34223,62736,62737,what do non americans think about donald trump becoming president elect,what do non americans think of trump s victory,1,71,46,11,9,6,20,0.3,0.5999880002399952,0.4285653062099113,0.49997500124993743,0.49997500124993743,0.5714204082798817,0.4444395062277086,0,1,2,8.0,0.5833333333333334,67,74,60,84
257748,257748,373149,373150,when is the best time to start a business,what is best time to start a business,0,41,37,9,8,7,17,0.41,0.7999840003199936,0.7999840003199936,0.9999666677777407,0.7499812504687383,0.874989062636717,0.7777691358984901,1,0,1,8.5,0.7948717948717948,90,89,90,93
183077,183077,280054,112932,i have a shih tzu puppy  what is a good brand of puppy food,what is the best brand of puppy food for bulldogs,1,59,49,15,10,6,23,0.26,0.49999166680555324,0.33332962967078145,0.49998750031249223,0.49998750031249223,0.4999950000499995,0.35714030614067044,0,0,4,12.0,0.39215686274509803,54,71,60,71
385801,385801,7012,139035,can you change your team on pokemon go,how do i change team in pokémon go,1,38,34,8,8,3,16,0.19,0.3999920001599968,0.3333277778703688,0.0,0.0,0.249996875039062,0.249996875039062,0,0,0,8.0,0.2222222222222222,73,71,68,70
90125,90125,151291,151292,which investment banks are most aggressive in offering lending against private company securities,why is the lending rate that banks offer higher than the deposit rate,0,97,69,13,13,2,24,0.08,0.249996875039062,0.2222197531138543,0.0,0.0,0.15384497042330444,0.15384497042330444,0,0,0,13.0,0.1267605633802817,34,41,43,48
101312,101312,58819,167855,who have a better orgasm  men or women,who ages better  men or women  why,0,38,34,9,9,6,17,0.35,0.5999880002399952,0.49999166680555324,0.9999000099990001,0.3333222225925802,0.5714204082798817,0.499993750078124,0,1,1,7.5,0.3888888888888889,75,69,75,84
288195,288195,409108,409109,i completed diploma in mechanical engineering after 10th my ambition is to be a pilot can i join a join a fly school while i do engineering,can i choose to go for a mfa in industrial design after i complete my bachelor s in mechanical engineering,0,139,106,27,20,9,39,0.23,0.272724793410969,0.24999791668402763,0.6666555557407376,0.499993750078124,0.36841911358361273,0.27999888000448,1,0,6,22.0,0.24074074074074073,32,36,60,62
142103,142103,225437,225438,what are some heart touching old hindi songs,what are some great slow hindi songs,0,44,36,8,7,5,15,0.33,0.5999880002399952,0.5999880002399952,0.9999500024998749,0.9999500024998749,0.7142755103498521,0.7142755103498521,1,1,0,7.0,0.3684210526315789,78,65,78,82
385607,385607,517756,517757,what question can i post on quora to get credits,how to get credits on quora,0,48,27,10,6,5,16,0.31,0.24999375015624611,0.14285510206997043,0.9999500024998749,0.6666444451851604,0.49999166680555324,0.2999970000299997,0,0,4,8.0,0.5172413793103449,43,72,64,92
334524,334524,461705,461706,what is the chemical structure of fevikwik,how is the chemical structure of an organic compound determined,0,42,63,7,10,5,17,0.29,0.49998750031249223,0.3333277778703688,0.9999666677777407,0.7499812504687383,0.7142755103498521,0.4999950000499995,0,0,3,8.5,0.6818181818181818,63,72,61,80
363449,363449,493430,493431,why do some cars have a low   l   gear,why do cars have gear,0,38,21,13,5,5,15,0.33,0.9999666677777407,0.5999880002399952,0.9999500024998749,0.49998750031249223,0.999980000399992,0.5555493827846357,1,1,4,7.0,0.4782608695652174,71,77,76,100
55697,55697,98164,98165,why do some people identify as different from their birth gender and do psychiatrists accept this as normal,why do not we live with the same gender person if sex is a big issue for women,0,107,78,18,18,3,34,0.09,0.124998437519531,0.11110987655692715,0.0,0.0,0.062499609377441395,0.05555524691529492,0,1,2,17.0,0.08860759493670886,45,37,41,45
183,183,367,368,how do i find a startup accelerator,how do startup accelerators give you the funding,0,35,48,7,8,3,15,0.2,0.3999920001599968,0.3999920001599968,0.49997500124993743,0.3333222225925802,0.4285653062099113,0.37499531255859303,0,1,1,7.5,0.5405405405405406,63,72,72,77
59075,59075,103528,32504,can you plan a day for me,how should i plan a trip of few days to goa,0,25,43,7,11,2,18,0.11,0.24999375015624611,0.1666638889351844,0.3333222225925802,0.1999960000799984,0.28571020413994086,0.181816528940646,0,0,4,9.0,0.2962962962962963,50,50,50,50
253771,253771,278812,368366,do you think it would creep him out if i left him a note,if you were to write a thank you note to your teenager  what would you thank him her for  why,0,56,93,14,22,6,30,0.2,0.0,0.0,0.3999920001599968,0.3333277778703688,0.15384497042330444,0.1052626038810322,0,0,6,16.0,0.12962962962962962,26,43,39,52
356428,356428,485751,485752,how do you prepare for a data science interview,how do you prepare for data science interviews,1,47,46,9,8,7,17,0.41,0.7999840003199936,0.7999840003199936,0.9999666677777407,0.7499812504687383,0.874989062636717,0.7777691358984901,0,1,1,8.5,0.4791666666666667,97,96,97,97
159514,159514,4661,32831,what is that one decision that changed your life forever,what is the decision that changed your whole life,1,56,49,10,9,7,18,0.39,0.3999920001599968,0.3333277778703688,0.6666444451851604,0.6666444451851604,0.499993750078124,0.39999600003999963,0,0,2,9.0,0.58,81,84,77,86
149951,149951,26448,81204,is war with russia imminent,will the usa go to war with russia using nuclear weapons,1,27,56,5,11,3,16,0.19,0.49998750031249223,0.249996875039062,0.9999000099990001,0.3333222225925802,0.5999880002399952,0.272724793410969,0,0,6,8.0,0.5862068965517241,55,71,43,71
400549,400549,533895,303820,is honorable prime minister  mr  narendra modi going to win again in the election of 2019,will narendra modi become prime minister again after lok sabha elections of 2019,1,89,80,18,13,7,30,0.23,0.39999600003999963,0.363633057881292,0.6666444451851604,0.3999920001599968,0.4615349112699133,0.37499765626464837,1,0,3,14.5,0.1951219512195122,57,63,69,72
332044,332044,431749,459019,which character do you think will die in game of thrones season 7  why,who do you predict will die in season 7 game of thrones,1,70,55,15,12,10,27,0.37,0.28571020413994086,0.2222197531138543,0.999980000399992,0.999980000399992,0.5833284722627311,0.4999964285969386,0,0,2,13.0,0.2807017543859649,62,70,74,88
156936,156936,245492,245493,what is a transducer,what is transducer,1,20,18,4,3,3,7,0.43,0.9999500024998749,0.9999500024998749,0.9999000099990001,0.49997500124993743,0.9999666677777407,0.7499812504687383,1,1,1,3.5,0.6,95,89,95,100
278530,278530,397817,397818,i am upset he has not called or text to see if i am ok after he cheated,after ingnoring for 2 week should i text him back or not,0,71,56,18,12,5,27,0.19,0.249996875039062,0.249996875039062,0.24999375015624611,0.14285510206997043,0.24999791668402763,0.18749882813232419,0,0,4,14.0,0.10344827586206896,34,35,45,42
358541,358541,488037,488038,2015 nfl playoffs  can dallas beat green bay in the 2015 nfc divisional round,when are the final cuts for the nfl 2015,0,77,40,15,9,3,22,0.14,0.1999960000799984,0.090908264470323,0.49997500124993743,0.3333222225925802,0.2222197531138543,0.14285612245626816,0,0,5,11.5,0.11904761904761904,15,39,45,50
47242,47242,84373,84374,what are some font awesome icons that represent thinking or thought,what are some iconic images with more than 10 people represented,0,67,64,11,11,3,22,0.14,0.1666638889351844,0.14285510206997043,0.49998750031249223,0.3999920001599968,0.272724793410969,0.272724793410969,0,1,0,11.0,0.21212121212121213,50,51,56,61
145581,145581,6438,24297,how can i make money online for job,what is the easy way to make money online,1,35,41,8,9,3,17,0.18,0.3333277778703688,0.3333277778703688,0.0,0.0,0.249996875039062,0.2222197531138543,0,0,1,8.5,0.4864864864864865,58,70,55,65
135213,135213,215984,215985,why is tornado alley called that,what states make up tornado alley and why is it called that,1,32,59,6,12,6,18,0.33,0.7999840003199936,0.5714204082798817,0.9999000099990001,0.1999960000799984,0.8333194446759221,0.4166631944733794,1,0,6,9.0,0.4411764705882353,66,61,70,100
211981,211981,316937,316938,does gelatin have pork,is the source of gelatin always pork,0,22,36,4,7,2,11,0.18,0.6666444451851604,0.3999920001599968,0.0,0.0,0.49998750031249223,0.28571020413994086,1,0,3,5.5,0.375,59,74,52,71
287723,287723,408537,408538,what are the keys to kissing a woman s neck,what does it mean when your boyfriend kisses your cheek  then your lips  then your neck,0,43,87,10,18,2,23,0.09,0.3999920001599968,0.28571020413994086,0.0,0.0,0.2222197531138543,0.12499921875488279,1,1,7,12.5,0.13333333333333333,40,44,47,54
285306,285306,405711,405712,is it a good idea enter the civil services after becoming a chartered accountant,what do i do to become a good chartered accountant  what are some suggestions,0,80,77,14,15,4,26,0.15,0.14285510206997043,0.11110987655692715,0.24999375015624611,0.1999960000799984,0.14285612245626816,0.14285612245626816,0,0,0,14.0,0.12658227848101267,39,47,62,64
83670,83670,141592,141593,how do you pay for netflix,can i pay for a netflix account without a credit card,0,26,53,6,11,3,16,0.19,0.3333222225925802,0.124998437519531,0.49997500124993743,0.3333222225925802,0.3333277778703688,0.181816528940646,0,0,5,8.5,0.32142857142857145,43,63,53,73
64694,64694,59242,20105,how does one earn money online without an investment from home,how can i earn money online easily,1,62,34,11,7,4,18,0.22,0.6666555557407376,0.499993750078124,0.0,0.0,0.5714204082798817,0.363633057881292,0,1,4,9.0,0.5277777777777778,52,71,58,76
356496,356496,485818,485819,why does massive skin abscesses recur,how is pharmacist demand usa,0,37,28,6,5,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5.5,0.06666666666666667,28,31,22,22
283007,283007,403041,403042,i am a saudi national and have  sr 3 million  in my hand to invest in dubai real estate with approx  20 percent roi annually  is this possible  any advice,where should i invest money to get high returns,0,154,47,35,9,3,39,0.08,0.28571020413994086,0.1052626038810322,0.49997500124993743,0.11110987655692715,0.33332962967078145,0.1034479191451064,0,0,20,19.0,0.16326530612244897,21,38,35,38
183703,183703,280848,280849,a force of 6kg and 8 kg can be applied together to produce the effect of single force,what are the reason as to why designer babies are good,0,85,54,18,11,2,26,0.08,0.0,0.0,0.3999920001599968,0.3333277778703688,0.181816528940646,0.11111049383058984,0,0,7,14.5,0.10714285714285714,26,40,27,32
296994,296994,409971,62190,what could be the stupidest question in quora,what is the stupidest question asked on quora,1,45,45,8,8,5,16,0.31,0.7999840003199936,0.7999840003199936,0.3333222225925802,0.3333222225925802,0.6249921875976551,0.6249921875976551,1,1,0,8.0,0.5106382978723404,80,80,87,87
298589,298589,37977,330327,how do i write a letter for registering my pan card in my sbi bank account,how do i write banking correspondence letters,0,74,45,16,7,4,22,0.18,0.49999166680555324,0.2999970000299997,0.9999000099990001,0.1999960000799984,0.5714204082798817,0.24999843750976558,0,1,9,11.5,0.3191489361702128,40,52,52,55
287287,287287,408021,263650,what are the most beautiful lines for a husband,what is the most beautiful line,0,47,31,9,6,4,15,0.27,0.6666444451851604,0.49998750031249223,0.6666444451851604,0.3999920001599968,0.6666555557407376,0.4444395062277086,0,1,3,7.5,0.7272727272727273,74,91,77,85
83537,83537,141395,141396,do winter and online classes transfer,today i opened my google drive   every thing is lost n i m getting a message  unable to retrieve  what should i do,0,37,114,6,27,1,28,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,14.5,0.05128205128205128,3,26,23,20
307673,307673,328821,137878,how do vc firms get funded,how do vc firms raise their funds,1,26,33,6,7,4,13,0.31,0.5999880002399952,0.5999880002399952,0.9999000099990001,0.49997500124993743,0.6666555557407376,0.5714204082798817,0,1,1,6.5,0.5714285714285714,78,70,68,78
384444,384444,516480,516481,how was the violin made,what should a violin be made of,0,23,31,5,7,2,12,0.17,0.3333222225925802,0.24999375015624611,0.0,0.0,0.1999960000799984,0.14285510206997043,0,0,2,6.0,0.32,59,62,63,65
114813,114813,74757,187345,what is solipsism  is there any reason to believe it is true  is there any reason to believe it is false,is there any reason to believe that christianity is true,0,104,56,23,10,7,21,0.33,0.7999840003199936,0.5714204082798817,0.7999840003199936,0.7999840003199936,0.7999920000799993,0.38095056690206236,0,0,11,15.5,0.5344827586206896,51,74,56,80
180447,180447,276660,276661,why do some people tailgate while driving,why do people tailgate,1,41,22,7,4,4,11,0.36,0.6666444451851604,0.49998750031249223,0.9999000099990001,0.3333222225925802,0.7499812504687383,0.4285653062099113,0,1,3,5.5,0.6666666666666666,70,78,70,100
92665,92665,155093,155094,is there really a difference between loving someone and being in love with them,what is the difference between loving someone and being in love with them,1,79,73,14,13,11,27,0.41,0.8333194446759221,0.7142755103498521,0.7142755103498521,0.7142755103498521,0.7692248521165221,0.7142806122813409,1,0,1,13.5,0.84,89,88,88,93
116925,116925,190368,190369,if we were living in a computer simulation  in what ways would it be most likely to be able to observe qualities of the real  world from within,is there any experiment or observation that comes to mind that would lend credence to the idea that we re living inside a simulation,0,143,132,30,24,7,47,0.15,0.15384497042330444,0.15384497042330444,0.28571020413994086,0.181816528940646,0.17391228733788114,0.14814759945333536,0,0,4,25.0,0.08955223880597014,22,22,53,61
311093,311093,435315,435316,what does  the singularity in a black hole is a future moment in time  mean for someone inside the event horizon,how can i transfer contacts from android to huawei p9,0,112,53,23,10,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,15.5,0.05454545454545454,24,28,29,27
201360,201360,303347,61441,where can i get dedicated   protecting fire and security services across the sydney,where can i get very affordable fire and security protection service in sydney,1,83,78,15,13,8,27,0.3,0.6666592593415629,0.545449586821938,0.6666444451851604,0.49998750031249223,0.6153798816932178,0.5714244898250727,1,1,1,13.5,0.2375,65,63,79,82
341360,341360,469167,469168,how do i write a bst algorithm which are able to print the tree in a hierarchial order,how do i write my own algorithms,0,86,32,18,7,4,24,0.17,0.7499812504687383,0.2999970000299997,0.3333222225925802,0.14285510206997043,0.5714204082798817,0.22222098766117968,0,1,11,12.5,0.4411764705882353,44,79,49,61
184173,184173,281447,281448,can there be a free market with the existence of patents,does a free market exist,0,56,24,11,5,3,16,0.19,0.49998750031249223,0.3999920001599968,0.9999000099990001,0.1666638889351844,0.5999880002399952,0.272724793410969,0,0,6,8.0,0.5769230769230769,52,72,52,70
309531,309531,433521,433522,which catches your interest from a book more  the title  the cover art  or the summary on the back,do i need to proof for my extra curricular activities to get into mit,0,98,69,22,14,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,16.5,0.056338028169014086,22,30,32,32
